worldChamp,driverId,driverRef,raceId,constructorId,startPos,finishPos,racePoints,year,round,circuitId,name,nPoints,q1,q2,q3,nPits,pitDur,lap,fLapTime,position,wins,accumPoints,nAccumPoints
,846,norris,,1,1,1,25,2025,1,1,Australian Grand Prix,,75.912,75.415,75.096,5,15.11,43,82.167,1,1,25,
,857,piastri,,1,1,1,25,2025,2,17,Chinese Grand Prix,,91.591,91.2,90.641,1,23.938,53,95.52,4,1,27,
,830,verstappen,,9,1,1,25,2025,3,22,Japanese Grand Prix,,87.943,87.502,86.983,1,24.397,52,91.041,2,1,55,
,857,piastri,,1,1,1,25,2025,4,3,Bahrain Grand Prix,,91.392,90.454,89.841,2,24.699,36,95.14,2,2,67,
,857,piastri,,1,2,1,25,2025,5,77,Saudi Arabian Grand Prix,,87.901,87.545,87.304,1,21.388,50,92.228,1,3,92,
,857,piastri,,1,4,1,25,2025,6,79,Miami Grand Prix,,87.006,86.269,86.375,1,22.106,35,89.822,1,4,117,
,830,verstappen,,9,2,1,25,2025,7,21,San Marino Grand Prix,,75.175,75.394,74.704,2,29.824,58,77.988,3,2,118,
,846,norris,,1,1,1,25,2025,8,6,Monaco Grand Prix,,71.285,70.57,69.954,2,24.1245,78,73.221,1,2,149,
,857,piastri,,1,1,1,25,2025,9,4,Spanish Grand Prix,,72.551,71.998,71.546,3,22.148,61,75.743,1,5,172,
,847,russell,,131,1,1,25,2025,10,7,Canadian Grand Prix,,72.075,71.57,70.899,2,23.7465,63,74.119,4,1,126,
,846,norris,,1,1,1,25,2025,11,70,Austrian Grand Prix,,72.066,71.672,70.875,2,21.779,62,68.272,2,3,192,
,846,norris,,1,3,1,25,2025,12,9,British Grand Prix,,86.123,85.231,85.01,2,29.422,48,89.734,2,4,217,
,857,piastri,,1,2,1,25,2025,13,13,Belgian Grand Prix,,101.201,100.626,100.647,1,23.844,43,105.706,1,6,245,
,846,norris,,1,3,1,25,2025,14,11,Hungarian Grand Prix,,75.523,74.89,75.413,1,20.94,57,79.918,2,5,260,
,857,piastri,,1,1,1,25,2025,15,39,Dutch Grand Prix,,69.338,68.964,68.662,2,17.982,60,72.271,1,7,288,
,830,verstappen,,9,1,1,25,2025,16,14,Italian Grand Prix,,79.455,79.14,78.792,1,24.545,52,81.003,3,3,216,
,830,verstappen,,9,3,2,18,2025,1,1,Australian Grand Prix,,76.018,75.565,75.481,5,15.503,43,83.081,2,0,18,
,846,norris,,1,3,2,18,2025,2,17,Chinese Grand Prix,,90.983,90.787,90.793,1,22.213,53,95.454,1,1,43,
,846,norris,,1,2,2,18,2025,3,22,Japanese Grand Prix,,87.845,87.146,86.995,1,23.222,51,91.116,1,1,61,
,847,russell,,131,2,2,18,2025,4,3,Bahrain Grand Prix,,91.494,90.664,90.009,2,24.072,36,95.518,4,0,58,
,830,verstappen,,9,1,2,18,2025,5,77,Saudi Arabian Grand Prix,,87.778,87.529,87.294,1,26.03,49,92.28,3,1,81,
,846,norris,,1,2,2,18,2025,6,79,Miami Grand Prix,,86.955,86.499,86.269,1,22.044,36,89.746,2,1,106,
,846,norris,,1,4,2,18,2025,7,21,San Marino Grand Prix,,75.894,75.261,74.962,2,30.594,63,78.311,2,1,124,
,844,leclerc,,6,2,2,18,2025,8,6,Monaco Grand Prix,,71.229,70.581,70.063,2,23.627,36,74.055,5,0,75,
,846,norris,,1,2,2,18,2025,9,4,Spanish Grand Prix,,72.799,72.056,71.755,3,22.62633333,61,76.187,2,2,167,
,830,verstappen,,9,2,2,18,2025,10,7,Canadian Grand Prix,,72.054,71.638,71.059,2,23.3625,62,74.287,3,2,149,
,857,piastri,,1,2,2,18,2025,11,70,Austrian Grand Prix,,72.205,71.814,71.004,2,21.816,61,67.924,1,5,202,
,857,piastri,,1,2,2,18,2025,12,9,British Grand Prix,,85.963,85.316,84.995,2,34.8855,51,89.337,1,5,220,
,846,norris,,1,1,2,18,2025,13,13,Belgian Grand Prix,,101.01,100.715,100.562,1,24.376,42,105.257,2,4,235,
,857,piastri,,1,2,2,18,2025,14,11,Hungarian Grand Prix,,75.211,74.941,75.398,2,21.0425,56,79.412,1,6,263,
,830,verstappen,,9,3,2,18,2025,15,39,Dutch Grand Prix,,69.696,69.122,68.925,2,18.5005,70,72.921,3,2,191,
,846,norris,,1,2,2,18,2025,16,14,Italian Grand Prix,,79.517,79.293,78.869,1,27.498,53,80.901,2,5,278,
,847,russell,,131,4,3,15,2025,1,1,Australian Grand Prix,,75.971,75.798,75.546,5,15.995,43,85.065,3,0,15,
,847,russell,,131,2,3,15,2025,2,17,Chinese Grand Prix,,91.295,91.307,90.723,1,22.324,55,95.816,3,0,30,
,857,piastri,,1,3,3,15,2025,3,22,Japanese Grand Prix,,87.687,87.507,87.027,1,23.037,53,91.039,3,1,42,
,846,norris,,1,6,3,15,2025,4,3,Bahrain Grand Prix,,91.107,90.56,90.267,2,26.9285,38,95.728,1,1,76,
,844,leclerc,,6,4,3,15,2025,5,77,Saudi Arabian Grand Prix,,88.552,87.866,87.67,1,20.131,49,92.192,5,0,43,
,847,russell,,131,5,3,15,2025,6,79,Miami Grand Prix,,87.014,86.575,86.385,1,24.257,31,90.318,4,0,83,
,857,piastri,,1,1,3,15,2025,7,21,San Marino Grand Prix,,75.5,75.214,74.67,2,30.791,56,78.894,1,4,132,
,857,piastri,,1,3,3,15,2025,8,6,Monaco Grand Prix,,71.308,70.858,70.129,2,24.832,60,73.745,2,4,147,
,844,leclerc,,6,7,3,15,2025,9,4,Spanish Grand Prix,,73.014,72.495,72.131,3,22.04633333,62,77.259,5,0,90,
,861,antonelli,,131,4,3,15,2025,10,7,Canadian Grand Prix,,72.279,71.974,71.391,2,23.368,60,74.455,7,0,59,
,844,leclerc,,6,3,3,15,2025,11,70,Austrian Grand Prix,,72.335,71.915,71.087,2,21.422,62,68.765,5,0,115,
,807,hulkenberg,,15,19,3,15,2025,12,9,British Grand Prix,,86.574,,,2,29.844,51,90.933,9,0,37,
,844,leclerc,,6,3,3,15,2025,13,13,Belgian Grand Prix,,101.635,101.084,100.9,1,23.806,40,106.174,5,0,130,
,847,russell,,131,4,3,15,2025,14,11,Hungarian Grand Prix,,75.627,75.201,75.425,2,21.5765,45,79.409,4,1,162,
,864,hadjar,,215,4,3,15,2025,15,39,Dutch Grand Prix,,69.966,69.439,69.208,2,17.9745,70,73.327,10,0,36,
,857,piastri,,1,3,3,15,2025,16,14,Italian Grand Prix,,79.711,79.286,78.982,1,23.602,47,81.245,1,7,303,
,861,antonelli,,131,16,4,12,2025,1,1,Australian Grand Prix,,76.525,,,5,17.173,43,84.901,4,0,12,
,830,verstappen,,9,4,4,12,2025,2,17,Chinese Grand Prix,,91.424,91.142,90.817,1,22.454,56,95.488,2,0,30,
,844,leclerc,,6,4,4,12,2025,3,22,Japanese Grand Prix,,87.92,87.555,87.299,1,23.346,47,91.469,7,0,16,
,844,leclerc,,6,3,4,12,2025,4,3,Bahrain Grand Prix,,91.454,90.724,90.175,2,24.5215,36,96.132,5,0,28,
,846,norris,,1,10,4,12,2025,5,77,Saudi Arabian Grand Prix,,87.805,87.481,,1,20.427,41,91.778,2,1,88,
,830,verstappen,,9,1,4,12,2025,6,79,Miami Grand Prix,,86.87,86.643,86.204,1,22.501,41,90.466,3,1,93,
,1,hamilton,,6,12,4,12,2025,7,21,San Marino Grand Prix,,76.163,75.765,,2,29.9495,61,78.265,8,0,39,
,830,verstappen,,9,5,4,12,2025,8,6,Monaco Grand Prix,,71.431,70.875,70.669,2,24.032,45,74.23,3,2,130,
,847,russell,,131,4,4,12,2025,9,4,Spanish Grand Prix,,72.806,72.407,71.848,3,22.21933333,62,77.244,4,0,101,
,857,piastri,,1,3,4,12,2025,10,7,Canadian Grand Prix,,71.939,71.715,71.12,3,24.268,64,74.255,1,5,184,
,1,hamilton,,6,4,4,12,2025,11,70,Austrian Grand Prix,,72.41,72.001,71.167,2,21.2225,62,68.628,6,0,77,
,1,hamilton,,6,5,4,12,2025,12,9,British Grand Prix,,86.296,85.084,85.095,2,29.022,49,90.016,6,0,89,
,830,verstappen,,9,4,4,12,2025,13,13,Belgian Grand Prix,,101.334,100.951,100.903,1,25.913,40,106.096,3,2,171,
,844,leclerc,,6,1,4,12,2025,14,11,Hungarian Grand Prix,,75.582,75.455,75.372,2,21.133,47,80.44,5,0,142,
,847,russell,,131,5,4,12,2025,15,39,Dutch Grand Prix,,69.676,69.313,69.255,2,18.088,70,73.728,4,1,174,
,844,leclerc,,6,4,4,12,2025,16,14,Italian Grand Prix,,79.689,79.31,79.007,1,24.235,53,81.294,5,0,154,
,848,albon,,3,6,5,10,2025,1,1,Australian Grand Prix,,76.245,76.017,75.737,5,16.7646,43,84.597,5,0,10,
,839,ocon,,210,11,5,10,2025,2,17,Chinese Grand Prix,,91.876,91.625,,1,23.114,56,95.74,7,0,10,
,847,russell,,131,5,5,10,2025,3,22,Japanese Grand Prix,,87.843,87.4,87.318,1,23.184,51,91.357,4,0,40,
,1,hamilton,,6,9,5,10,2025,4,3,Bahrain Grand Prix,,91.219,91.009,90.772,2,24.345,37,96.235,8,0,17,
,847,russell,,131,3,5,10,2025,5,77,Saudi Arabian Grand Prix,,88.282,87.599,87.407,1,20.329,32,92.893,4,0,68,
,848,albon,,3,7,5,10,2025,6,79,Miami Grand Prix,,87.042,86.855,86.682,1,21.906,55,90.482,7,0,30,
,848,albon,,3,7,5,10,2025,7,21,San Marino Grand Prix,,76.123,75.521,75.473,2,30.1285,63,78.289,7,0,40,
,1,hamilton,,6,4,5,10,2025,8,6,Monaco Grand Prix,,71.575,70.883,70.382,2,23.9105,73,74.09,6,0,49,
,807,hulkenberg,,15,16,5,10,2025,9,4,Spanish Grand Prix,,73.19,,,3,21.99533333,63,77.575,11,0,16,
,844,leclerc,,6,8,5,10,2025,10,7,Canadian Grand Prix,,72.038,71.626,71.682,2,23.6095,57,74.261,5,0,100,
,847,russell,,131,5,5,10,2025,11,70,Austrian Grand Prix,,72.506,72.109,71.233,2,21.599,62,69.372,4,1,136,
,830,verstappen,,9,1,5,10,2025,12,9,British Grand Prix,,85.886,85.316,84.892,2,28.9355,49,90.179,3,2,159,
,847,russell,,131,6,5,10,2025,13,13,Belgian Grand Prix,,101.784,101.254,101.26,1,23.635,43,106.566,4,1,147,
,4,alonso,,117,5,5,10,2025,14,11,Hungarian Grand Prix,,75.281,75.395,75.481,1,22.204,54,80.113,10,0,26,
,848,albon,,3,15,5,10,2025,15,39,Dutch Grand Prix,,69.792,69.652,,2,18.766,70,73.687,7,0,64,
,847,russell,,131,6,5,10,2025,16,14,Italian Grand Prix,,79.414,79.287,79.157,1,25.021,45,81.8,4,1,184,
,840,stroll,,117,13,6,8,2025,1,1,Australian Grand Prix,,76.369,76.483,,5,16.7346,43,85.538,6,0,8,
,861,antonelli,,131,8,6,8,2025,2,17,Chinese Grand Prix,,91.676,91.59,91.103,1,22.675,56,96.046,5,0,20,
,861,antonelli,,131,6,6,8,2025,3,22,Japanese Grand Prix,,87.968,87.639,87.555,1,24.38,50,90.965,5,0,28,
,830,verstappen,,9,7,6,8,2025,4,3,Bahrain Grand Prix,,91.303,91.019,90.423,2,27.2925,29,96.167,3,1,63,
,861,antonelli,,131,5,6,8,2025,5,77,Saudi Arabian Grand Prix,,88.128,87.798,87.866,1,20.399,50,92.396,6,0,36,
,861,antonelli,,131,3,6,8,2025,6,79,Miami Grand Prix,,87.077,86.606,86.271,1,24.383,27,90.795,6,0,44,
,844,leclerc,,6,11,6,8,2025,7,21,San Marino Grand Prix,,76.108,75.604,,2,30.766,56,79.048,5,0,57,
,864,hadjar,,215,6,6,8,2025,8,6,Monaco Grand Prix,,71.811,71.04,70.923,2,24.171,16,75.981,10,0,15,
,1,hamilton,,6,5,6,8,2025,9,4,Spanish Grand Prix,,73.058,72.447,72.045,3,23.06766667,62,77.706,6,0,57,
,1,hamilton,,6,5,6,8,2025,10,7,Canadian Grand Prix,,71.952,71.885,71.526,2,23.471,64,74.805,6,0,65,
,859,lawson,,215,6,6,8,2025,11,70,Austrian Grand Prix,,72.611,72.214,71.289,1,21.434,62,69.977,14,0,12,
,842,gasly,,214,10,6,8,2025,12,9,British Grand Prix,,86.328,85.711,85.785,2,28.6905,48,90.751,12,0,18,
,848,albon,,3,5,6,8,2025,13,13,Belgian Grand Prix,,101.772,101.505,101.201,,,38,106.813,8,0,54,
,862,bortoleto,,15,7,6,8,2025,14,11,Hungarian Grand Prix,,75.586,75.687,75.725,1,21.773,48,80.705,16,0,14,
